frame_idx,camera_time_s,system_time_s,perf_counter_s,color_realsense_timestamp_ms,color_frame_number,color_video
0,0.03198910,1782569774.50243640,14628.36782030,1782569774501.3914,228,teach_record_20260627_221614_color.mp4
1,0.06415224,1782569774.53459954,14628.39957510,1782569774534.8364,229,teach_record_20260627_221614_color.mp4
2,0.09971428,1782569774.57016158,14628.43478040,1782569774568.2769,230,teach_record_20260627_221614_color.mp4
3,0.13176537,1782569774.60221267,14628.46673530,1782569774601.6704,231,teach_record_20260627_221614_color.mp4
4,0.16478682,1782569774.63523412,14628.50015900,1782569774634.8711,232,teach_record_20260627_221614_color.mp4
5,0.19671345,1782569774.66716075,14628.53342310,1782569774668.5098,233,teach_record_20260627_221614_color.mp4
6,0.23095512,1782569774.70140243,14628.56618190,1782569774701.4983,234,teach_record_20260627_221614_color.mp4
7,0.26434064,1782569774.73478794,14628.59974860,1782569774735.0425,235,teach_record_20260627_221614_color.mp4
8,0.29862523,1782569774.76907253,14628.63362830,1782569774768.5271,236,teach_record_20260627_221614_color.mp4
9,0.33146977,1782569774.80191708,14628.66685720,1782569774801.5969,237,teach_record_20260627_221614_color.mp4
10,0.36511683,1782569774.83556414,14628.70074000,1782569774835.0488,238,teach_record_20260627_221614_color.mp4
11,0.39834166,1782569774.86878896,14628.73376360,1782569774868.3306,239,teach_record_20260627_221614_color.mp4
12,0.43169951,1782569774.90214682,14628.76761260,1782569774901.8228,240,teach_record_20260627_221614_color.mp4
13,0.46481967,1782569774.93526697,14628.79994150,1782569774935.1572,241,teach_record_20260627_221614_color.mp4
14,0.49674964,1782569774.96719694,14628.83308260,1782569774968.3826,242,teach_record_20260627_221614_color.mp4
15,0.53197861,1782569775.00242591,14628.86736850,1782569775001.7410,243,teach_record_20260627_221614_color.mp4
16,0.56497431,1782569775.03542161,14628.90002090,1782569775035.2073,244,teach_record_20260627_221614_color.mp4
17,0.59847713,1782569775.06892443,14628.93417900,1782569775068.6023,245,teach_record_20260627_221614_color.mp4
18,0.63171053,1782569775.10215783,14628.96679300,1782569775101.8933,246,teach_record_20260627_221614_color.mp4
19,0.66403461,1782569775.13448191,14628.99996370,1782569775135.1299,247,teach_record_20260627_221614_color.mp4
20,0.69886017,1782569775.16930747,14629.03411740,1782569775168.7524,248,teach_record_20260627_221614_color.mp4
21,0.73052740,1782569775.20097470,14629.06682530,1782569775202.0076,249,teach_record_20260627_221614_color.mp4
22,0.76610637,1782569775.23655367,14629.10108930,1782569775235.3477,250,teach_record_20260627_221614_color.mp4
23,0.80095172,1782569775.27139902,14629.13596860,1782569775268.6633,251,teach_record_20260627_221614_color.mp4
24,0.83192205,1782569775.30236936,14629.16726120,1782569775302.1499,252,teach_record_20260627_221614_color.mp4
25,0.86522150,1782569775.33566880,14629.20100630,1782569775335.5269,253,teach_record_20260627_221614_color.mp4
26,0.89880538,1782569775.36925268,14629.23487470,1782569775368.9683,254,teach_record_20260627_221614_color.mp4
27,0.93349767,1782569775.40394497,14629.26935140,1782569775402.2590,255,teach_record_20260627_221614_color.mp4
28,0.96568584,1782569775.43613315,14629.30081600,1782569775435.5437,256,teach_record_20260627_221614_color.mp4
29,0.99935913,1782569775.46980643,14629.33529870,1782569775468.9263,257,teach_record_20260627_221614_color.mp4
30,1.03214455,1782569775.50259185,14629.36753550,1782569775502.1196,258,teach_record_20260627_221614_color.mp4
31,1.06490660,1782569775.53535390,14629.40075400,1782569775535.6067,259,teach_record_20260627_221614_color.mp4
32,1.09881520,1782569775.56926250,14629.43384810,1782569775569.0415,260,teach_record_20260627_221614_color.mp4
33,1.13153362,1782569775.60198092,14629.46689910,1782569775602.1670,261,teach_record_20260627_221614_color.mp4
34,1.16503191,1782569775.63547921,14629.50032470,1782569775635.5781,262,teach_record_20260627_221614_color.mp4
35,1.19942784,1782569775.66987514,14629.53500680,1782569775669.0093,263,teach_record_20260627_221614_color.mp4
36,1.23307347,1782569775.70352077,14629.56827080,1782569775702.2749,264,teach_record_20260627_221614_color.mp4
37,1.26587391,1782569775.73632121,14629.60086020,1782569775735.7952,265,teach_record_20260627_221614_color.mp4
38,1.29933238,1782569775.76977968,14629.63448970,1782569775769.1011,266,teach_record_20260627_221614_color.mp4
39,1.33268833,1782569775.80313563,14629.66833350,1782569775802.3911,267,teach_record_20260627_221614_color.mp4
40,1.36624575,1782569775.83669305,14629.70137300,1782569775835.7051,268,teach_record_20260627_221614_color.mp4
41,1.39858365,1782569775.86903095,14629.73445670,1782569775869.1396,269,teach_record_20260627_221614_color.mp4
42,1.43109322,1782569775.90154052,14629.76723550,1782569775902.4949,270,teach_record_20260627_221614_color.mp4
43,1.46660376,1782569775.93705106,14629.80238580,1782569775935.8958,271,teach_record_20260627_221614_color.mp4
44,1.49850106,1782569775.96894836,14629.83417830,1782569775969.2856,272,teach_record_20260627_221614_color.mp4
45,1.53240705,1782569776.00285435,14629.86827140,1782569776002.6724,273,teach_record_20260627_221614_color.mp4
46,1.56526852,1782569776.03571582,14629.90113990,1782569776035.9915,274,teach_record_20260627_221614_color.mp4
47,1.60164952,1782569776.07209682,14629.93682780,1782569776069.2175,275,teach_record_20260627_221614_color.mp4
48,1.63226891,1782569776.10271621,14629.96772090,1782569776102.6946,276,teach_record_20260627_221614_color.mp4
49,1.66684628,1782569776.13729358,14630.00270640,1782569776136.0410,277,teach_record_20260627_221614_color.mp4
50,1.69809151,1782569776.16853881,14630.03426520,1782569776169.2561,278,teach_record_20260627_221614_color.mp4
51,1.73259306,1782569776.20304036,14630.06840360,1782569776202.6814,279,teach_record_20260627_221614_color.mp4
52,1.76685905,1782569776.23730636,14630.10207130,1782569776236.0696,280,teach_record_20260627_221614_color.mp4
53,1.79905534,1782569776.26950264,14630.13434910,1782569776269.4202,281,teach_record_20260627_221614_color.mp4
54,1.83239126,1782569776.30283856,14630.16818790,1782569776302.6272,282,teach_record_20260627_221614_color.mp4
55,1.86532545,1782569776.33577275,14630.20111950,1782569776336.3535,283,teach_record_20260627_221614_color.mp4
56,1.89966011,1782569776.37010741,14630.23486580,1782569776369.7417,284,teach_record_20260627_221614_color.mp4
57,1.93251920,1782569776.40296650,14630.26809940,1782569776402.9519,285,teach_record_20260627_221614_color.mp4
58,1.96570635,1782569776.43615365,14630.30089580,1782569776436.1248,286,teach_record_20260627_221614_color.mp4
59,2.00049949,1782569776.47094679,14630.33545430,1782569776469.8560,287,teach_record_20260627_221614_color.mp4
60,2.03274155,1782569776.50318885,14630.36805580,1782569776502.9329,288,teach_record_20260627_221614_color.mp4
61,2.06523156,1782569776.53567886,14630.40125640,1782569776536.3301,289,teach_record_20260627_221614_color.mp4
62,2.09904766,1782569776.56949496,14630.43492590,1782569776569.7454,290,teach_record_20260627_221614_color.mp4
63,2.13235426,1782569776.60280156,14630.46779030,1782569776603.0635,291,teach_record_20260627_221614_color.mp4
64,2.16723013,1782569776.63767743,14630.50263020,1782569776636.2927,292,teach_record_20260627_221614_color.mp4
65,2.19988132,1782569776.67032862,14630.53508460,1782569776669.8542,293,teach_record_20260627_221614_color.mp4
66,2.23317027,1782569776.70361757,14630.56831110,1782569776703.1184,294,teach_record_20260627_221614_color.mp4
67,2.26707101,1782569776.73751831,14630.60298910,1782569776736.4656,295,teach_record_20260627_221614_color.mp4
68,2.30230856,1782569776.77275586,14630.63770690,1782569776769.7085,296,teach_record_20260627_221614_color.mp4
69,2.33313131,1782569776.80357862,14630.66838740,1782569776803.1772,297,teach_record_20260627_221614_color.mp4
70,2.36601472,1782569776.83646202,14630.70194000,1782569776836.5496,298,teach_record_20260627_221614_color.mp4
71,2.39915156,1782569776.86959887,14630.73452530,1782569776869.8279,299,teach_record_20260627_221614_color.mp4
72,2.43329215,1782569776.90373945,14630.76878260,1782569776903.1035,300,teach_record_20260627_221614_color.mp4
73,2.46637344,1782569776.93682075,14630.80173030,1782569776936.5735,301,teach_record_20260627_221614_color.mp4
74,2.49953961,1782569776.96998692,14630.83522570,1782569776969.7585,302,teach_record_20260627_221614_color.mp4
75,2.53273511,1782569777.00318241,14630.86812910,1782569777003.3083,303,teach_record_20260627_221614_color.mp4
76,2.56674218,1782569777.03718948,14630.90172060,1782569777036.7346,304,teach_record_20260627_221614_color.mp4
77,2.59929299,1782569777.06974030,14630.93482360,1782569777070.0405,305,teach_record_20260627_221614_color.mp4
78,2.63263345,1782569777.10308075,14630.96812840,1782569777103.3235,306,teach_record_20260627_221614_color.mp4
79,2.66858339,1782569777.13903069,14631.00360740,1782569777136.7856,307,teach_record_20260627_221614_color.mp4
80,2.70012832,1782569777.17057562,14631.03520560,1782569777170.1077,308,teach_record_20260627_221614_color.mp4
81,2.73278928,1782569777.20323658,14631.06800730,1782569777203.2937,309,teach_record_20260627_221614_color.mp4
82,2.76677608,1782569777.23722339,14631.10246520,1782569777236.8240,310,teach_record_20260627_221614_color.mp4
83,2.80049086,1782569777.27093816,14631.13573450,1782569777270.3008,311,teach_record_20260627_221614_color.mp4
84,2.83287692,1782569777.30332422,14631.16912150,1782569777303.5088,312,teach_record_20260627_221614_color.mp4
85,2.86739898,1782569777.33784628,14631.20256060,1782569777336.9407,313,teach_record_20260627_221614_color.mp4
86,2.89994907,1782569777.37039638,14631.23531440,1782569777370.2527,314,teach_record_20260627_221614_color.mp4
87,2.93300581,1782569777.40345311,14631.26887230,1782569777403.6365,315,teach_record_20260627_221614_color.mp4
88,2.96700144,1782569777.43744874,14631.30201090,1782569777436.8835,316,teach_record_20260627_221614_color.mp4
89,3.00008273,1782569777.47053003,14631.33551550,1782569777470.3579,317,teach_record_20260627_221614_color.mp4
