frame_idx,camera_time_s,system_time_s,perf_counter_s,color_realsense_timestamp_ms,color_frame_number,color_video
0,0.03224039,1783953393.75577736,863106.17171860,1783953393675.1997,21965,teach_record_20260713_223633_color.mp4
1,0.06486440,1783953393.78840137,863106.20455860,1783953393708.5637,21966,teach_record_20260713_223633_color.mp4
2,0.09781456,1783953393.82135153,863106.23744800,1783953393741.9280,21967,teach_record_20260713_223633_color.mp4
3,0.13050294,1783953393.85403991,863106.27144720,1783953393775.2920,21968,teach_record_20260713_223633_color.mp4
4,0.16386890,1783953393.88740587,863106.30427760,1783953393808.6560,21969,teach_record_20260713_223633_color.mp4
5,0.19776845,1783953393.92130542,863106.33753460,1783953393842.0203,21970,teach_record_20260713_223633_color.mp4
6,0.23188114,1783953393.95541811,863106.37142330,1783953393875.3843,21971,teach_record_20260713_223633_color.mp4
7,0.26422811,1783953393.98776507,863106.40502530,1783953393908.7485,21972,teach_record_20260713_223633_color.mp4
8,0.29615140,1783953394.01968837,863106.43727530,1783953393942.1128,21973,teach_record_20260713_223633_color.mp4
9,0.33142710,1783953394.05496407,863106.47121910,1783953393975.4768,21974,teach_record_20260713_223633_color.mp4
10,0.36431336,1783953394.08785033,863106.50373190,1783953394008.8411,21975,teach_record_20260713_223633_color.mp4
11,0.39753866,1783953394.12107563,863106.53736850,1783953394042.2051,21976,teach_record_20260713_223633_color.mp4
12,0.43097305,1783953394.15451002,863106.57141610,1783953394075.5688,21977,teach_record_20260713_223633_color.mp4
13,0.46564889,1783953394.18918586,863106.60551590,1783953394108.9329,21978,teach_record_20260713_223633_color.mp4
14,0.49820662,1783953394.22174358,863106.63839740,1783953394142.2969,21979,teach_record_20260713_223633_color.mp4
15,0.53190875,1783953394.25544572,863106.67217170,1783953394175.6609,21980,teach_record_20260713_223633_color.mp4
16,0.56429005,1783953394.28782701,863106.70503680,1783953394209.0249,21981,teach_record_20260713_223633_color.mp4
17,0.60117102,1783953394.32470798,863106.74054490,1783953394242.3889,21982,teach_record_20260713_223633_color.mp4
18,0.63172913,1783953394.35526609,863106.77117570,1783953394275.7529,21983,teach_record_20260713_223633_color.mp4
19,0.66545534,1783953394.38899231,863106.80508020,1783953394309.1169,21984,teach_record_20260713_223633_color.mp4
20,0.69824743,1783953394.42178440,863106.83847840,1783953394342.4810,21985,teach_record_20260713_223633_color.mp4
21,0.73134208,1783953394.45487905,863106.87101370,1783953394375.8450,21986,teach_record_20260713_223633_color.mp4
22,0.76401377,1783953394.48755074,863106.90473340,1783953394409.2092,21987,teach_record_20260713_223633_color.mp4
23,0.79832959,1783953394.52186656,863106.93795120,1783953394442.5732,21988,teach_record_20260713_223633_color.mp4
24,0.83169556,1783953394.55523252,863106.97114010,1783953394475.9373,21989,teach_record_20260713_223633_color.mp4
25,0.86506414,1783953394.58860111,863107.00461860,1783953394509.3015,21990,teach_record_20260713_223633_color.mp4
26,0.89749432,1783953394.62103128,863107.03768970,1783953394542.6655,21991,teach_record_20260713_223633_color.mp4
27,0.93172693,1783953394.65526390,863107.07179500,1783953394576.0298,21992,teach_record_20260713_223633_color.mp4
