frame_idx,camera_time_s,system_time_s,perf_counter_s,color_realsense_timestamp_ms,color_frame_number,color_video
0,0.02173185,1785746078.43565679,332150.29044020,1785746078357.2168,9090,teach_record_20260803_163438_color.mp4
1,0.05456376,1785746078.46848869,332150.32346620,1785746078390.5720,9091,teach_record_20260803_163438_color.mp4
2,0.08936548,1785746078.50329041,332150.35749030,1785746078423.9272,9092,teach_record_20260803_163438_color.mp4
3,0.12268782,1785746078.53661275,332150.39065560,1785746078457.2822,9093,teach_record_20260803_163438_color.mp4
4,0.15533996,1785746078.56926489,332150.42333350,1785746078490.6375,9094,teach_record_20260803_163438_color.mp4
5,0.18807077,1785746078.60199571,332150.45647550,1785746078523.9924,9095,teach_record_20260803_163438_color.mp4
6,0.22504354,1785746078.63896847,332150.49326820,1785746078557.3474,9096,teach_record_20260803_163438_color.mp4
7,0.25555062,1785746078.66947556,332150.52376780,1785746078590.7024,9097,teach_record_20260803_163438_color.mp4
8,0.28858924,1785746078.70251417,332150.55737490,1785746078624.0574,9098,teach_record_20260803_163438_color.mp4
9,0.32161427,1785746078.73553920,332150.59002380,1785746078657.4124,9099,teach_record_20260803_163438_color.mp4
10,0.35583115,1785746078.76975608,332150.62390830,1785746078690.7673,9100,teach_record_20260803_163438_color.mp4
11,0.38842607,1785746078.80235100,332150.65686490,1785746078724.1223,9101,teach_record_20260803_163438_color.mp4
12,0.42186975,1785746078.83579469,332150.69011890,1785746078757.4771,9102,teach_record_20260803_163438_color.mp4
13,0.45606732,1785746078.86999226,332150.72421620,1785746078790.8320,9103,teach_record_20260803_163438_color.mp4
14,0.48932242,1785746078.90324736,332150.75741280,1785746078824.1868,9104,teach_record_20260803_163438_color.mp4
15,0.52198315,1785746078.93590808,332150.79038110,1785746078857.5417,9105,teach_record_20260803_163438_color.mp4
16,0.55649328,1785746078.97041821,332150.82465100,1785746078890.8965,9106,teach_record_20260803_163438_color.mp4
17,0.59035707,1785746079.00428200,332150.85831770,1785746078924.2512,9107,teach_record_20260803_163438_color.mp4
18,0.62311196,1785746079.03703690,332150.89197670,1785746078957.6060,9108,teach_record_20260803_163438_color.mp4
19,0.65544939,1785746079.06937432,332150.92414570,1785746078990.9607,9109,teach_record_20260803_163438_color.mp4
20,0.68830538,1785746079.10223031,332150.95772330,1785746079024.3154,9110,teach_record_20260803_163438_color.mp4
21,0.72139573,1785746079.13532066,332150.99073570,1785746079057.6699,9111,teach_record_20260803_163438_color.mp4
22,0.75578976,1785746079.16971469,332151.02374210,1785746079091.0247,9112,teach_record_20260803_163438_color.mp4
23,0.78803372,1785746079.20195866,332151.05702260,1785746079124.3794,9113,teach_record_20260803_163438_color.mp4
24,0.82139397,1785746079.23531890,332151.09043840,1785746079157.7373,9114,teach_record_20260803_163438_color.mp4
25,0.85576415,1785746079.26968908,332151.12378190,1785746079191.0972,9115,teach_record_20260803_163438_color.mp4
26,0.88861156,1785746079.30253649,332151.15719430,1785746079224.4568,9116,teach_record_20260803_163438_color.mp4
27,0.92303562,1785746079.33696055,332151.19128010,1785746079257.8167,9117,teach_record_20260803_163438_color.mp4
28,0.95606446,1785746079.36998940,332151.22418260,1785746079291.1765,9118,teach_record_20260803_163438_color.mp4
29,0.98955250,1785746079.40347743,332151.25759790,1785746079324.5364,9119,teach_record_20260803_163438_color.mp4
30,1.02170849,1785746079.43563342,332151.29063870,1785746079357.8962,9120,teach_record_20260803_163438_color.mp4
31,1.05658865,1785746079.47051358,332151.32485640,1785746079391.2561,9121,teach_record_20260803_163438_color.mp4
32,1.08827400,1785746079.50219893,332151.35737620,1785746079424.6160,9122,teach_record_20260803_163438_color.mp4
33,1.12287688,1785746079.53680182,332151.39082960,1785746079457.9758,9123,teach_record_20260803_163438_color.mp4
34,1.15577245,1785746079.56969738,332151.42389840,1785746079491.3357,9124,teach_record_20260803_163438_color.mp4
35,1.18954444,1785746079.60346937,332151.45781010,1785746079524.6956,9125,teach_record_20260803_163438_color.mp4
36,1.22255564,1785746079.63648057,332151.49054280,1785746079558.0554,9126,teach_record_20260803_163438_color.mp4
37,1.25640583,1785746079.67033076,332151.52480040,1785746079591.4153,9127,teach_record_20260803_163438_color.mp4
38,1.28796625,1785746079.70189118,332151.55740580,1785746079624.7751,9128,teach_record_20260803_163438_color.mp4
39,1.32461262,1785746079.73853755,332151.59280530,1785746079658.1350,9129,teach_record_20260803_163438_color.mp4
40,1.35669589,1785746079.77062082,332151.62476640,1785746079691.4949,9130,teach_record_20260803_163438_color.mp4
41,1.39061046,1785746079.80453539,332151.65899360,1785746079724.8547,9131,teach_record_20260803_163438_color.mp4
42,1.42307281,1785746079.83699775,332151.69106040,1785746079758.2146,9132,teach_record_20260803_163438_color.mp4
43,1.45505524,1785746079.86898017,332151.72454000,1785746079791.5745,9133,teach_record_20260803_163438_color.mp4
44,1.48980761,1785746079.90373254,332151.75809360,1785746079824.9343,9134,teach_record_20260803_163438_color.mp4
45,1.52255011,1785746079.93647504,332151.79067620,1785746079858.2942,9135,teach_record_20260803_163438_color.mp4
46,1.55694366,1785746079.97086859,332151.82518310,1785746079891.6543,9136,teach_record_20260803_163438_color.mp4
47,1.58986020,1785746080.00378513,332151.85801690,1785746079925.0142,9137,teach_record_20260803_163438_color.mp4
48,1.62290931,1785746080.03683424,332151.89120730,1785746079958.3740,9138,teach_record_20260803_163438_color.mp4
49,1.65683603,1785746080.07076097,332151.92488890,1785746079991.7339,9139,teach_record_20260803_163438_color.mp4
50,1.68924093,1785746080.10316586,332151.95837850,1785746080025.0940,9140,teach_record_20260803_163438_color.mp4
51,1.72327042,1785746080.13719535,332151.99147240,1785746080058.4539,9141,teach_record_20260803_163438_color.mp4
52,1.75610256,1785746080.17002749,332152.02433910,1785746080091.8137,9142,teach_record_20260803_163438_color.mp4
53,1.79034424,1785746080.20426917,332152.05876280,1785746080125.1738,9143,teach_record_20260803_163438_color.mp4
54,1.82336545,1785746080.23729038,332152.09153490,1785746080158.5337,9144,teach_record_20260803_163438_color.mp4
55,1.85753012,1785746080.27145505,332152.12553360,1785746080191.8916,9145,teach_record_20260803_163438_color.mp4
56,1.88889933,1785746080.30282426,332152.15768130,1785746080225.2471,9146,teach_record_20260803_163438_color.mp4
57,1.92312980,1785746080.33705473,332152.19130830,1785746080258.6025,9147,teach_record_20260803_163438_color.mp4
58,1.95645642,1785746080.37038136,332152.22441230,1785746080291.9580,9148,teach_record_20260803_163438_color.mp4
59,1.99048567,1785746080.40441060,332152.25843940,1785746080325.3132,9149,teach_record_20260803_163438_color.mp4
60,2.02300954,1785746080.43693447,332152.29133140,1785746080358.6687,9150,teach_record_20260803_163438_color.mp4
61,2.05586123,1785746080.46978617,332152.32461320,1785746080392.0239,9151,teach_record_20260803_163438_color.mp4
62,2.09077072,1785746080.50469565,332152.35909440,1785746080425.3794,9152,teach_record_20260803_163438_color.mp4
63,2.12362814,1785746080.53755307,332152.39161920,1785746080458.7346,9153,teach_record_20260803_163438_color.mp4
64,2.15610933,1785746080.57003427,332152.42491130,1785746080492.0898,9154,teach_record_20260803_163438_color.mp4
65,2.19072556,1785746080.60465050,332152.45924510,1785746080525.4451,9155,teach_record_20260803_163438_color.mp4
66,2.22371197,1785746080.63763690,332152.49195300,1785746080558.8003,9156,teach_record_20260803_163438_color.mp4
67,2.25592446,1785746080.66984940,332152.52479770,1785746080592.1555,9157,teach_record_20260803_163438_color.mp4
68,2.28953791,1785746080.70346284,332152.55791290,1785746080625.5107,9158,teach_record_20260803_163438_color.mp4
69,2.32303810,1785746080.73696303,332152.59172140,1785746080658.8660,9159,teach_record_20260803_163438_color.mp4
70,2.35620689,1785746080.77013183,332152.62464940,1785746080692.2209,9160,teach_record_20260803_163438_color.mp4
71,2.38963699,1785746080.80356193,332152.65806750,1785746080725.5762,9161,teach_record_20260803_163438_color.mp4
72,2.42558241,1785746080.83950734,332152.69405370,1785746080758.9314,9162,teach_record_20260803_163438_color.mp4
73,2.45713401,1785746080.87105894,332152.72526870,1785746080792.2864,9163,teach_record_20260803_163438_color.mp4
74,2.48785996,1785746080.90178490,332152.75804470,1785746080825.6414,9164,teach_record_20260803_163438_color.mp4
75,2.52391100,1785746080.93783593,332152.79215060,1785746080858.9966,9165,teach_record_20260803_163438_color.mp4
76,2.55696726,1785746080.97089219,332152.82517030,1785746080892.3516,9166,teach_record_20260803_163438_color.mp4
77,2.59043670,1785746081.00436163,332152.85925290,1785746080925.7065,9167,teach_record_20260803_163438_color.mp4
78,2.62399602,1785746081.03792095,332152.89224460,1785746080959.0615,9168,teach_record_20260803_163438_color.mp4
79,2.65718603,1785746081.07111096,332152.92558370,1785746080992.4165,9169,teach_record_20260803_163438_color.mp4
80,2.68974257,1785746081.10366750,332152.95887810,1785746081025.7712,9170,teach_record_20260803_163438_color.mp4
81,2.72293162,1785746081.13685656,332152.99166890,1785746081059.1262,9171,teach_record_20260803_163438_color.mp4
82,2.75700426,1785746081.17092919,332153.02501680,1785746081092.4812,9172,teach_record_20260803_163438_color.mp4
83,2.79086447,1785746081.20478940,332153.05894920,1785746081125.8359,9173,teach_record_20260803_163438_color.mp4
84,2.82592607,1785746081.23985100,332153.09424780,1785746081159.1909,9174,teach_record_20260803_163438_color.mp4
85,2.85686779,1785746081.27079272,332153.12495950,1785746081192.5457,9175,teach_record_20260803_163438_color.mp4
86,2.89099669,1785746081.30492163,332153.15937460,1785746081225.9033,9176,teach_record_20260803_163438_color.mp4
87,2.92486215,1785746081.33878708,332153.19299930,1785746081259.2605,9177,teach_record_20260803_163438_color.mp4
88,2.95751524,1785746081.37144017,332153.22561360,1785746081292.6177,9178,teach_record_20260803_163438_color.mp4
89,2.99017143,1785746081.40409636,332153.25845850,1785746081325.9749,9179,teach_record_20260803_163438_color.mp4
90,3.02380848,1785746081.43773341,332153.29189750,1785746081359.3320,9180,teach_record_20260803_163438_color.mp4
91,3.05777907,1785746081.47170401,332153.32617360,1785746081392.6892,9181,teach_record_20260803_163438_color.mp4
92,3.09065866,1785746081.50458360,332153.35989360,1785746081426.0464,9182,teach_record_20260803_163438_color.mp4
93,3.12544274,1785746081.53936768,332153.39395190,1785746081459.4036,9183,teach_record_20260803_163438_color.mp4
94,3.15810633,1785746081.57203126,332153.42653190,1785746081492.7607,9184,teach_record_20260803_163438_color.mp4
95,3.18977761,1785746081.60370255,332153.45881520,1785746081526.1179,9185,teach_record_20260803_163438_color.mp4
96,3.22494292,1785746081.63886786,332153.49317820,1785746081559.4751,9186,teach_record_20260803_163438_color.mp4
97,3.25664115,1785746081.67056608,332153.52552720,1785746081592.8323,9187,teach_record_20260803_163438_color.mp4
98,3.29096580,1785746081.70489073,332153.55971660,1785746081626.1895,9188,teach_record_20260803_163438_color.mp4
99,3.32396388,1785746081.73788881,332153.59219570,1785746081659.5466,9189,teach_record_20260803_163438_color.mp4
100,3.35774875,1785746081.77167368,332153.62582280,1785746081692.9038,9190,teach_record_20260803_163438_color.mp4
101,3.39031458,1785746081.80423951,332153.65909500,1785746081726.2610,9191,teach_record_20260803_163438_color.mp4
102,3.42507792,1785746081.83900285,332153.69313690,1785746081759.6184,9192,teach_record_20260803_163438_color.mp4
103,3.45774555,1785746081.87167048,332153.72581030,1785746081792.9756,9193,teach_record_20260803_163438_color.mp4
104,3.49042153,1785746081.90434647,332153.75936860,1785746081826.3328,9194,teach_record_20260803_163438_color.mp4
105,3.52517581,1785746081.93910074,332153.79332890,1785746081859.6899,9195,teach_record_20260803_163438_color.mp4
106,3.55774665,1785746081.97167158,332153.82588230,1785746081893.0471,9196,teach_record_20260803_163438_color.mp4
107,3.59160328,1785746082.00552821,332153.85968170,1785746081926.4043,9197,teach_record_20260803_163438_color.mp4
