time_s,loop_count,master_q1,master_q2,master_q3,master_q4,master_q5,master_q6,slave_target_q1,slave_target_q2,slave_target_q3,slave_target_q4,slave_target_q5,slave_target_q6,slave_actual_q1,slave_actual_q2,slave_actual_q3,slave_actual_q4,slave_actual_q5,slave_actual_q6,slave_actual_v1,slave_actual_v2,slave_actual_v3,slave_actual_v4,slave_actual_v5,slave_actual_v6,master_tool,slave_tool_target,slave_tool_actual,slave_tool_actual_vel
0.02318120,5,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50061703,0.00000000,3.09979145,-1.64970872,-3.09951027,-0.00038147,1.49909054,-0.00012500,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,-0.00000000,-0.01464844,0.01464844,-0.01464844,0.99983215,2.58010889,2.57949829,-0.02441406
0.03895283,10,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50023556,0.00000000,3.09987549,-1.64954064,-3.09951027,-0.00038147,1.49857801,-0.00004096,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00976562,-0.00488281,0.00488281,-0.01464844,0.02929688,-0.01464844,1.00021362,2.58056409,2.57949829,-0.02441406
0.05311394,15,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50023556,0.00000000,3.09990302,-1.64948556,-3.09951027,-0.00038147,1.49841007,-0.00001342,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,0.00488281,0.00000000,0.01464844,-0.02929688,1.00021362,2.58075134,2.57949829,0.00000000
0.06523943,20,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50061703,0.00000000,3.09991205,-1.64946752,-3.09951027,-0.00038147,1.49843133,-0.00000440,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.02929688,-0.00000000,-0.01464844,1.00021362,2.58083711,2.57949829,-0.02441406
0.07784724,25,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50023556,0.00000000,3.09991501,-1.64946160,-3.09951027,-0.00038147,1.49839325,-0.00000144,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,0.00488281,0.00000000,0.02929688,-0.02929688,1.00021362,2.58096288,2.57949829,0.00000000
0.09054255,30,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50023556,0.00000000,3.09991597,-1.64945966,-3.09951027,-0.00038147,1.49841056,-0.00000047,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.01464844,-0.00000000,-0.01464844,1.00021362,2.58064373,2.57949829,-0.02441406
0.10502911,35,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50023556,0.00000000,3.09991629,-1.64945903,-3.09951027,-0.00033264,1.49839426,-0.00000015,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.02929688,0.01464844,0.00000000,1.00021362,2.58080185,2.57949829,-0.02441406
0.12011623,40,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50023556,0.00000000,3.09991640,-1.64945882,-3.09951027,-0.00036547,1.49841089,-0.00000005,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,0.00488281,0.00000000,-0.00000000,-0.01464844,0.99983215,2.58057901,2.57949829,-0.04882812
0.13567853,45,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50023556,0.00000000,3.09991643,-1.64945875,-3.09951027,-0.00037623,1.49841634,-0.00000002,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,0.00000000,0.00488281,-0.01464844,0.01464844,0.00000000,0.99983215,2.58044348,2.57949829,-0.02441406
0.14913058,50,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50023556,0.00000000,3.09991644,-1.64945873,-3.09951027,-0.00037975,1.49839615,-0.00000001,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,0.00000000,-0.00000000,-0.01464844,0.02929688,0.00000000,0.99983215,2.58038345,2.57949829,0.00000000
