time_s,loop_count,master_q1,master_q2,master_q3,master_q4,master_q5,master_q6,slave_target_q1,slave_target_q2,slave_target_q3,slave_target_q4,slave_target_q5,slave_target_q6,slave_actual_q1,slave_actual_q2,slave_actual_q3,slave_actual_q4,slave_actual_q5,slave_actual_q6,slave_actual_v1,slave_actual_v2,slave_actual_v3,slave_actual_v4,slave_actual_v5,slave_actual_v6,master_tool,slave_tool_target,slave_tool_actual,slave_tool_actual_vel
0.01956177,5,3.09953498,-1.70133860,-3.09951027,-0.00076294,1.49756527,0.00000000,3.09953498,-1.65047813,-3.09925380,-0.00063794,1.49741440,-0.00012500,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00976562,-0.00000000,-0.01464844,0.01464844,0.00000000,1.00021362,2.58230005,2.58331299,0.00000000
0.03346252,10,3.09953498,-1.70133860,-3.09951027,-0.00076294,1.49756527,0.00000000,3.09953498,-1.65056217,-3.09916976,-0.00072198,1.49648996,-0.00004096,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.02929688,-0.00000000,-0.01464844,1.00021362,2.58246813,2.58331299,-0.04882812
0.04881668,15,3.09953498,-1.70133860,-3.09951027,-0.00076294,1.49756527,0.00000000,3.09953498,-1.65058971,-3.09914222,-0.00074952,1.49618704,-0.00001342,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00976562,-0.00488281,0.00488281,-0.01464844,0.02929688,-0.01464844,1.00021362,2.58252321,2.58331299,-0.02441406
0.06220341,20,3.09953498,-1.70133860,-3.09951027,-0.00076294,1.49756527,0.00000000,3.09953498,-1.65059873,-3.09913320,-0.00075854,1.49608777,-0.00000440,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,0.00000000,-0.00488281,0.00488281,0.00000000,-0.00000000,-0.01464844,1.00021362,2.58254125,2.58331299,-0.02441406
0.07661247,25,3.09953498,-1.70133860,-3.09951027,-0.00076294,1.49756527,0.00000000,3.09953498,-1.65060169,-3.09913024,-0.00076150,1.49605525,-0.00000144,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49985409,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.01464844,-0.01464844,-0.01464844,1.00021362,2.58254717,2.58331299,-0.04882812
0.09393311,30,3.09953498,-1.70133860,-3.09951027,-0.00076294,1.49756527,0.00000000,3.09953498,-1.65060266,-3.09912927,-0.00076247,1.49604459,-0.00000047,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49947262,-0.00038147,-0.00488281,0.00000000,-0.00000000,-0.02929688,-0.02929688,-0.01464844,1.00021362,2.58254910,2.58331299,-0.02441406
0.10858536,35,3.09953498,-1.70133860,-3.09951027,-0.00076294,1.49756527,0.00000000,3.09953498,-1.65060297,-3.09912896,-0.00076278,1.49604110,-0.00000015,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49870968,-0.00038147,-0.00976562,-0.00488281,0.00488281,-0.01464844,-0.04394531,-0.01464844,1.00021362,2.58254974,2.58331299,-0.04882812
0.12199450,40,3.09953498,-1.70133860,-3.09951027,-0.00076294,1.49756527,0.00000000,3.09953498,-1.65060308,-3.09912885,-0.00076289,1.49603995,-0.00000005,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49794674,-0.00038147,-0.00488281,-0.00488281,0.00488281,0.00000000,-0.04394531,-0.02929688,1.00021362,2.58254995,2.58331299,-0.04882812
0.13713074,45,3.09953498,-1.70133860,-3.09951027,-0.00076294,1.49756527,0.00000000,3.09953498,-1.65060311,-3.09912882,-0.00076292,1.49603958,-0.00000002,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49680234,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.02929688,-0.02929688,-0.01464844,1.00021362,2.58276974,2.58331299,0.00000000
0.15075946,50,3.09953498,-1.70133860,-3.09951027,-0.00076294,1.49756527,0.00000000,3.09953498,-1.65060312,-3.09912881,-0.00076293,1.49603946,-0.00000001,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49680234,-0.00038147,-0.00976562,-0.00488281,0.00488281,0.01464844,-0.00000000,-0.01464844,1.00021362,2.58262204,2.58331299,-0.04882812
