time_s,loop_count,master_q1,master_q2,master_q3,master_q4,master_q5,master_q6,slave_target_q1,slave_target_q2,slave_target_q3,slave_target_q4,slave_target_q5,slave_target_q6,slave_actual_q1,slave_actual_q2,slave_actual_q3,slave_actual_q4,slave_actual_q5,slave_actual_q6,slave_actual_v1,slave_actual_v2,slave_actual_v3,slave_actual_v4,slave_actual_v5,slave_actual_v6,master_tool,slave_tool_target,slave_tool_actual,slave_tool_actual_vel
0.00742006,315,3.11288642,2.73095559,-1.59308632,-0.02174377,-1.59119510,-2.70004272,3.05757331,2.73744058,-1.59575661,0.00343323,-1.57441043,-2.03361511,3.05757331,2.73210000,-1.59270485,0.00305176,-1.57441043,-2.03399658,-0.00488281,0.00000000,0.00488281,-0.01464844,0.01464844,-0.02929688,-2.97584534,-0.18324766,-0.18310547,-0.04882812
0.01926780,320,3.11288642,2.73095559,-1.59308632,-0.02174377,-1.59119510,-2.70004272,3.05757331,2.73744058,-1.59575661,0.00343323,-1.57441043,-2.03361511,3.05757331,2.73210000,-1.59270485,0.00305176,-1.57441043,-2.03399658,-0.00488281,0.00000000,-0.00000000,-0.01464844,0.02929688,-0.02929688,-2.97584534,-0.18328646,-0.18310547,-0.04882812
0.03408360,325,3.11288642,2.73095559,-1.59308632,-0.02174377,-1.59119510,-2.70004272,3.05757331,2.73744058,-1.59575661,0.00343323,-1.57441043,-2.03361511,3.05757331,2.73210000,-1.59270485,0.00305176,-1.57441043,-2.03399658,-0.00488281,0.00000000,-0.00000000,-0.01464844,0.01464844,0.00000000,-2.97584534,-0.18334312,-0.18310547,-0.02441406
0.04666066,330,3.11288642,2.73095559,-1.59308632,-0.02174377,-1.59119510,-2.70004272,3.05757331,2.73744058,-1.59575661,0.00343323,-1.57436161,-2.03361511,3.05757331,2.73248147,-1.59270485,0.00305176,-1.57441043,-2.03399658,-0.00488281,0.00000000,0.00488281,-0.01464844,0.01464844,-0.01464844,-2.97584534,-0.18336169,-0.18310547,-0.02441406
0.06109571,335,3.11288642,2.73095559,-1.59308632,-0.02174377,-1.59119510,-2.70004272,3.05757331,2.73744058,-1.59575661,0.00343323,-1.57439443,-2.03361511,3.05757331,2.73248147,-1.59270485,0.00305176,-1.57441043,-2.03399658,0.00000000,0.00000000,-0.00000000,-0.01464844,0.01464844,-0.02929688,-2.97584534,-0.18344590,-0.18272400,0.00000000
0.07569408,340,3.11288642,2.73095559,-1.59308632,-0.02174377,-1.59119510,-2.70004272,3.05757331,2.73744058,-1.59575661,0.00343323,-1.57440519,-2.03361511,3.05757331,2.73248147,-1.59270485,0.00305176,-1.57441043,-2.03399658,0.00000000,-0.00488281,-0.00000000,-0.01464844,-0.00000000,-0.01464844,-2.97584534,-0.18327329,-0.18310547,-0.02441406
0.08887005,345,3.11288642,2.73095559,-1.59308632,-0.02174377,-1.59119510,-2.70004272,3.05757331,2.73744058,-1.59575661,0.00343323,-1.57440872,-2.03361511,3.05757331,2.73248147,-1.59308632,0.00305176,-1.57441043,-2.03361511,-0.00488281,0.00488281,0.00488281,-0.02929688,0.02929688,-0.01464844,-2.97584534,-0.18311908,-0.18310547,-0.04882812
0.10476589,350,3.11288642,2.73095559,-1.59308632,-0.02174377,-1.59119510,-2.70004272,3.05757331,2.73744058,-1.59575661,0.00343323,-1.57440987,-2.03361511,3.05757331,2.73248147,-1.59308632,0.00305176,-1.57441043,-2.03399658,-0.00488281,-0.00488281,0.00488281,-0.01464844,0.02929688,-0.01464844,-2.97546387,-0.18291596,-0.18310547,-0.02441406
0.11756873,355,3.11288642,2.73095559,-1.59308632,-0.02174377,-1.59081363,-2.70004272,3.05757331,2.73744058,-1.59575661,0.00343323,-1.57433395,-2.03361511,3.05757331,2.73248147,-1.59308632,0.00305176,-1.57441043,-2.03399658,-0.00488281,0.00000000,0.00488281,-0.01464844,0.01464844,-0.01464844,-2.97584534,-0.18308011,-0.18310547,0.00000000
0.13124776,360,3.11288642,2.73095559,-1.59308632,-0.02174377,-1.59119510,-2.70004272,3.05757331,2.73744058,-1.59575661,0.00343323,-1.57435412,-2.03361511,3.05757331,2.73248147,-1.59308632,0.00305176,-1.57441043,-2.03399658,-0.00488281,0.00000000,-0.00000000,-0.02929688,0.01464844,-0.01464844,-2.97584534,-0.18335363,-0.18272400,0.00000000
