frame_idx,camera_time_s,system_time_s,perf_counter_s,color_realsense_timestamp_ms,color_frame_number,color_video
0,0.03055882,1784039198.38901186,948915.33229030,1784039198309.2163,5699,teach_record_20260714_222638_color.mp4
1,0.06301856,1784039198.42147160,948915.36486130,1784039198342.5745,5700,teach_record_20260714_222638_color.mp4
2,0.09665132,1784039198.45510435,948915.39839110,1784039198375.9324,5701,teach_record_20260714_222638_color.mp4
3,0.13009048,1784039198.48854351,948915.43151810,1784039198409.2905,5702,teach_record_20260714_222638_color.mp4
4,0.16319585,1784039198.52164888,948915.46461300,1784039198442.6487,5703,teach_record_20260714_222638_color.mp4
5,0.19611931,1784039198.55457234,948915.49802330,1784039198476.0068,5704,teach_record_20260714_222638_color.mp4
6,0.23038816,1784039198.58884120,948915.53227820,1784039198509.3647,5705,teach_record_20260714_222638_color.mp4
7,0.26319480,1784039198.62164783,948915.56548710,1784039198542.7229,5706,teach_record_20260714_222638_color.mp4
8,0.29695058,1784039198.65540361,948915.59842900,1784039198576.0811,5707,teach_record_20260714_222638_color.mp4
9,0.32967138,1784039198.68812442,948915.63156840,1784039198609.4392,5708,teach_record_20260714_222638_color.mp4
10,0.36281180,1784039198.72126484,948915.66509790,1784039198642.7971,5709,teach_record_20260714_222638_color.mp4
11,0.39631438,1784039198.75476742,948915.69919720,1784039198676.1553,5710,teach_record_20260714_222638_color.mp4
12,0.43002915,1784039198.78848219,948915.73151200,1784039198709.5134,5711,teach_record_20260714_222638_color.mp4
13,0.46340203,1784039198.82185507,948915.76488800,1784039198742.8706,5712,teach_record_20260714_222638_color.mp4
14,0.49637532,1784039198.85482836,948915.79807060,1784039198776.2290,5713,teach_record_20260714_222638_color.mp4
15,0.53024030,1784039198.88869333,948915.83183450,1784039198809.5872,5714,teach_record_20260714_222638_color.mp4
16,0.56300497,1784039198.92145801,948915.86476280,1784039198842.9456,5715,teach_record_20260714_222638_color.mp4
17,0.59762049,1784039198.95607352,948915.89915760,1784039198876.3037,5716,teach_record_20260714_222638_color.mp4
18,0.62968540,1784039198.98813844,948915.93158110,1784039198909.6621,5717,teach_record_20260714_222638_color.mp4
19,0.66393614,1784039199.02238917,948915.96573790,1784039198943.0203,5718,teach_record_20260714_222638_color.mp4
20,0.69709063,1784039199.05554366,948915.99865520,1784039198976.3787,5719,teach_record_20260714_222638_color.mp4
21,0.72930145,1784039199.08775449,948916.03215470,1784039199009.7368,5720,teach_record_20260714_222638_color.mp4
22,0.76432800,1784039199.12278104,948916.06656410,1784039199043.0952,5721,teach_record_20260714_222638_color.mp4
23,0.79706526,1784039199.15551829,948916.09874510,1784039199076.4534,5722,teach_record_20260714_222638_color.mp4
24,0.83026648,1784039199.18871951,948916.13208010,1784039199109.8118,5723,teach_record_20260714_222638_color.mp4
25,0.86367345,1784039199.22212648,948916.16569230,1784039199143.1702,5724,teach_record_20260714_222638_color.mp4
26,0.89665890,1784039199.25511193,948916.19877890,1784039199176.5286,5725,teach_record_20260714_222638_color.mp4
27,0.93021488,1784039199.28866792,948916.23189230,1784039199209.8867,5726,teach_record_20260714_222638_color.mp4
28,0.96421528,1784039199.32266831,948916.26588710,1784039199243.2451,5727,teach_record_20260714_222638_color.mp4
29,0.99741340,1784039199.35586643,948916.29898780,1784039199276.6035,5728,teach_record_20260714_222638_color.mp4
30,1.03044558,1784039199.38889861,948916.33214520,1784039199309.9619,5729,teach_record_20260714_222638_color.mp4
31,1.06390095,1784039199.42235398,948916.36540290,1784039199343.3203,5730,teach_record_20260714_222638_color.mp4
32,1.09745741,1784039199.45591044,948916.39922820,1784039199376.6787,5731,teach_record_20260714_222638_color.mp4
33,1.13065171,1784039199.48910475,948916.43240460,1784039199410.0371,5732,teach_record_20260714_222638_color.mp4
34,1.16425419,1784039199.52270722,948916.46572970,1784039199443.3955,5733,teach_record_20260714_222638_color.mp4
35,1.19726706,1784039199.55572009,948916.49894110,1784039199476.7539,5734,teach_record_20260714_222638_color.mp4
36,1.23051858,1784039199.58897161,948916.53196390,1784039199510.1123,5735,teach_record_20260714_222638_color.mp4
37,1.26517272,1784039199.62362576,948916.56689700,1784039199543.4707,5736,teach_record_20260714_222638_color.mp4
38,1.29676914,1784039199.65522218,948916.59915270,1784039199576.8291,5737,teach_record_20260714_222638_color.mp4
39,1.33043504,1784039199.68888807,948916.63277580,1784039199610.1875,5738,teach_record_20260714_222638_color.mp4
40,1.36293221,1784039199.72138524,948916.66574040,1784039199643.5461,5739,teach_record_20260714_222638_color.mp4
41,1.39779663,1784039199.75624967,948916.69940770,1784039199676.9045,5740,teach_record_20260714_222638_color.mp4
42,1.43084955,1784039199.78930259,948916.73258070,1784039199710.2629,5741,teach_record_20260714_222638_color.mp4
43,1.46468067,1784039199.82313371,948916.76645590,1784039199743.6213,5742,teach_record_20260714_222638_color.mp4
44,1.49927044,1784039199.85772347,948916.80084600,1784039199776.9788,5743,teach_record_20260714_222638_color.mp4
45,1.53124809,1784039199.88970113,948916.83285270,1784039199810.3394,5744,teach_record_20260714_222638_color.mp4
46,1.56349301,1784039199.92194605,948916.86558580,1784039199843.6997,5745,teach_record_20260714_222638_color.mp4
47,1.59768510,1784039199.95613813,948916.89931160,1784039199877.0603,5746,teach_record_20260714_222638_color.mp4
48,1.63056898,1784039199.98902202,948916.93267130,1784039199910.4209,5747,teach_record_20260714_222638_color.mp4
49,1.66490960,1784039200.02336264,948916.96638150,1784039199943.7815,5748,teach_record_20260714_222638_color.mp4
50,1.69797111,1784039200.05642414,948916.99978730,1784039199977.1421,5749,teach_record_20260714_222638_color.mp4
51,1.73150516,1784039200.08995819,948917.03326810,1784039200010.5027,5750,teach_record_20260714_222638_color.mp4
52,1.76404190,1784039200.12249494,948917.06583710,1784039200043.8633,5751,teach_record_20260714_222638_color.mp4
53,1.79804349,1784039200.15649652,948917.09998730,1784039200077.2239,5752,teach_record_20260714_222638_color.mp4
54,1.83040786,1784039200.18886089,948917.13273900,1784039200110.5847,5753,teach_record_20260714_222638_color.mp4
55,1.86449599,1784039200.22294903,948917.16626890,1784039200143.9453,5754,teach_record_20260714_222638_color.mp4
56,1.89770699,1784039200.25616002,948917.19955570,1784039200177.3062,5755,teach_record_20260714_222638_color.mp4
57,1.93025899,1784039200.28871202,948917.23261100,1784039200210.6670,5756,teach_record_20260714_222638_color.mp4
58,1.96575642,1784039200.32420945,948917.26726560,1784039200244.0278,5757,teach_record_20260714_222638_color.mp4
59,1.99830794,1784039200.35676098,948917.29982240,1784039200277.3887,5758,teach_record_20260714_222638_color.mp4
60,2.03090239,1784039200.38935542,948917.33330650,1784039200310.7495,5759,teach_record_20260714_222638_color.mp4
61,2.06375504,1784039200.42220807,948917.36584800,1784039200344.1104,5760,teach_record_20260714_222638_color.mp4
62,2.09812832,1784039200.45658135,948917.39967280,1784039200377.4712,5761,teach_record_20260714_222638_color.mp4
63,2.13170981,1784039200.49016285,948917.43333470,1784039200410.8323,5762,teach_record_20260714_222638_color.mp4
64,2.16415071,1784039200.52260375,948917.46644990,1784039200444.1931,5763,teach_record_20260714_222638_color.mp4
65,2.19818068,1784039200.55663371,948917.49987050,1784039200477.5542,5764,teach_record_20260714_222638_color.mp4
66,2.23130369,1784039200.58975673,948917.53303520,1784039200510.9153,5765,teach_record_20260714_222638_color.mp4
67,2.26433611,1784039200.62278914,948917.56705630,1784039200544.2761,5766,teach_record_20260714_222638_color.mp4
68,2.30099320,1784039200.65944624,948917.60273890,1784039200577.6372,5767,teach_record_20260714_222638_color.mp4
69,2.33129907,1784039200.68975210,948917.63329040,1784039200610.9983,5768,teach_record_20260714_222638_color.mp4
70,2.36425948,1784039200.72271252,948917.66649580,1784039200644.3596,5769,teach_record_20260714_222638_color.mp4
71,2.39827085,1784039200.75672388,948917.69980000,1784039200677.7207,5770,teach_record_20260714_222638_color.mp4
72,2.43189478,1784039200.79034781,948917.73380640,1784039200711.0818,5771,teach_record_20260714_222638_color.mp4
73,2.46535921,1784039200.82381225,948917.76685220,1784039200744.4431,5772,teach_record_20260714_222638_color.mp4
74,2.49800062,1784039200.85645366,948917.79960580,1784039200777.8042,5773,teach_record_20260714_222638_color.mp4
75,2.53263140,1784039200.89108443,948917.83463620,1784039200811.1621,5774,teach_record_20260714_222638_color.mp4
