frame_idx,camera_time_s,system_time_s,perf_counter_s,color_realsense_timestamp_ms,color_frame_number,color_video
0,0.01076007,1783004189.97265339,100892.71798960,1783004189892.8435,891,teach_record_20260702_225629_color.mp4
1,0.06565046,1783004190.02754378,100892.77304930,1783004189926.1929,892,teach_record_20260702_225629_color.mp4
2,0.07878375,1783004190.04067707,100892.78619820,1783004189959.5422,893,teach_record_20260702_225629_color.mp4
3,0.11117649,1783004190.07306981,100892.81830900,1783004189992.8916,894,teach_record_20260702_225629_color.mp4
4,0.14379239,1783004190.10568571,100892.85164420,1783004190026.2410,895,teach_record_20260702_225629_color.mp4
5,0.17844987,1783004190.14034319,100892.88598130,1783004190059.5903,896,teach_record_20260702_225629_color.mp4
6,0.21155524,1783004190.17344856,100892.91986310,1783004190092.9397,897,teach_record_20260702_225629_color.mp4
7,0.24351048,1783004190.20540380,100892.95153140,1783004190126.2891,898,teach_record_20260702_225629_color.mp4
8,0.27667093,1783004190.23856425,100892.98451080,1783004190159.6384,899,teach_record_20260702_225629_color.mp4
9,0.31105137,1783004190.27294469,100893.01819010,1783004190192.9878,900,teach_record_20260702_225629_color.mp4
10,0.34353209,1783004190.30542541,100893.05157130,1783004190226.3372,901,teach_record_20260702_225629_color.mp4
11,0.37588286,1783004190.33777618,100893.08517270,1783004190259.6863,902,teach_record_20260702_225629_color.mp4
12,0.41061449,1783004190.37250781,100893.11841070,1783004190293.0356,903,teach_record_20260702_225629_color.mp4
13,0.44405460,1783004190.40594792,100893.15126960,1783004190326.3850,904,teach_record_20260702_225629_color.mp4
14,0.47762632,1783004190.43951964,100893.18546100,1783004190359.7341,905,teach_record_20260702_225629_color.mp4
15,0.50965381,1783004190.47154713,100893.21791490,1783004190393.0835,906,teach_record_20260702_225629_color.mp4
16,0.54519629,1783004190.50708961,100893.25267520,1783004190426.4329,907,teach_record_20260702_225629_color.mp4
17,0.57835269,1783004190.54024601,100893.28571670,1783004190459.7820,908,teach_record_20260702_225629_color.mp4
18,0.61126184,1783004190.57315516,100893.31856730,1783004190493.1311,909,teach_record_20260702_225629_color.mp4
19,0.64529014,1783004190.60718346,100893.35278840,1783004190526.4805,910,teach_record_20260702_225629_color.mp4
20,0.67867351,1783004190.64056683,100893.38627720,1783004190559.8296,911,teach_record_20260702_225629_color.mp4
21,0.71169114,1783004190.67358446,100893.41910800,1783004190593.1787,912,teach_record_20260702_225629_color.mp4
22,0.74610162,1783004190.70799494,100893.45420380,1783004190626.5281,913,teach_record_20260702_225629_color.mp4
23,0.77846861,1783004190.74036193,100893.48585770,1783004190659.8792,914,teach_record_20260702_225629_color.mp4
24,0.81175089,1783004190.77364421,100893.51898960,1783004190693.2295,915,teach_record_20260702_225629_color.mp4
