time_s,loop_count,master_q1,master_q2,master_q3,master_q4,master_q5,master_q6,slave_target_q1,slave_target_q2,slave_target_q3,slave_target_q4,slave_target_q5,slave_target_q6,slave_actual_q1,slave_actual_q2,slave_actual_q3,slave_actual_q4,slave_actual_q5,slave_actual_q6,slave_actual_v1,slave_actual_v2,slave_actual_v3,slave_actual_v4,slave_actual_v5,slave_actual_v6,master_tool,slave_tool_target,slave_tool_actual,slave_tool_actual_vel
0.01927590,5,3.09991645,-1.70057566,-3.09989174,-0.00076294,1.49718381,-0.00038147,3.09979145,-1.65022166,-3.09951027,-0.00063794,1.49767087,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,0.00976562,-0.01464844,0.01464844,-0.01464844,0.99983215,2.58168787,2.58293152,-0.02441406
0.03342724,10,3.09991645,-1.70057566,-3.09989174,-0.00076294,1.49718381,-0.00038147,3.09987549,-1.65022166,-3.09951027,-0.00072198,1.49683047,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.01464844,-0.00000000,-0.01464844,0.99983215,2.58163874,2.58293152,-0.04882812
0.04969382,15,3.09991645,-1.70057566,-3.09989174,-0.00076294,1.49718381,-0.00038147,3.09990302,-1.65022166,-3.09951027,-0.00074952,1.49655508,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.02929688,0.01464844,-0.01464844,0.99983215,2.58160409,2.58293152,-0.02441406
0.06354618,20,3.09991645,-1.70057566,-3.09989174,-0.00076294,1.49718381,-0.00038147,3.09991205,-1.65022166,-3.09951027,-0.00075854,1.49646485,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.01464844,0.01464844,-0.01464844,1.00021362,2.58168576,2.58293152,-0.04882812
0.07853651,25,3.09991645,-1.70057566,-3.09989174,-0.00076294,1.49718381,-0.00038147,3.09991501,-1.65022166,-3.09951027,-0.00076150,1.49643528,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49985409,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.01464844,-0.00000000,-0.02929688,0.99983215,2.58167321,2.58293152,-0.02441406
0.09597492,30,3.09991645,-1.70057566,-3.09989174,-0.00076294,1.49718381,-0.00038147,3.09991597,-1.65022166,-3.09951027,-0.00076247,1.49642559,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49947262,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.02929688,-0.00000000,-0.01464844,1.00021362,2.58183048,2.58293152,-0.02441406
0.11098027,35,3.09991645,-1.70057566,-3.09989174,-0.00076294,1.49718381,-0.00038147,3.09991629,-1.65022166,-3.09951027,-0.00076278,1.49642241,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49909115,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.01464844,-0.02929688,0.00000000,0.99983215,2.58154485,2.58293152,-0.02441406
0.12469530,40,3.09991645,-1.70057566,-3.09989174,-0.00076294,1.49718381,-0.00038147,3.09991640,-1.65022166,-3.09951027,-0.00076289,1.49642137,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49832821,-0.00038147,-0.00488281,-0.00976562,0.00488281,-0.02929688,-0.01464844,-0.01464844,0.99983215,2.58157333,2.58293152,-0.02441406
0.13904214,45,3.09991645,-1.70057566,-3.09989174,-0.00076294,1.49718381,-0.00038147,3.09991643,-1.65022166,-3.09951027,-0.00076292,1.49642103,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49756527,-0.00038147,0.00000000,-0.00488281,0.00488281,-0.01464844,-0.04394531,-0.01464844,0.99983215,2.58169887,2.58293152,0.02441406
0.15316343,50,3.09991645,-1.70057566,-3.09989174,-0.00076294,1.49718381,-0.00038147,3.09991644,-1.65022166,-3.09951027,-0.00076293,1.49642092,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49718381,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.01464844,-0.01464844,-0.01464844,0.99983215,2.58150172,2.58293152,-0.04882812
0.16840553,55,3.09991645,-1.70057566,-3.09989174,-0.00076294,1.49718381,-0.00038147,3.09991644,-1.65022166,-3.09951027,-0.00076294,1.49642088,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49718381,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.02929688,0.02929688,-0.02929688,0.99983215,2.58143712,2.58293152,-0.02441406
0.18457341,60,3.09991645,-1.70057566,-3.09989174,-0.00076294,1.49718381,-0.00038147,3.09991645,-1.65022166,-3.09951027,-0.00076294,1.49642087,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49718381,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.01464844,0.02929688,-0.01464844,0.99983215,2.58141596,2.58255005,-0.02441406
0.19933820,65,3.09991645,-1.70057566,-3.09989174,-0.00114441,1.49718381,-0.00038147,3.09991645,-1.65022166,-3.09951027,-0.00094910,1.49642087,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49718381,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.01464844,0.02929688,-0.02929688,1.00021362,2.58168368,2.58293152,-0.07324219
0.21345091,70,3.09991645,-1.70057566,-3.09989174,-0.00114441,1.49718381,-0.00038147,3.09991645,-1.65022166,-3.09951027,-0.00108041,1.49642087,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49718381,-0.00038147,0.00000000,-0.00976562,0.00488281,0.00000000,-0.01464844,-0.01464844,1.00021362,2.58184953,2.58293152,-0.02441406
0.22749114,75,3.09991645,-1.70057566,-3.09989174,-0.00114441,1.49718381,-0.00038147,3.09991645,-1.65022166,-3.09951027,-0.00112344,1.49642087,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49718381,-0.00038147,0.00000000,-0.00488281,-0.00000000,-0.01464844,-0.01464844,-0.02929688,1.00021362,2.58196638,2.58293152,-0.07324219
0.24192023,80,3.09991645,-1.70057566,-3.09989174,-0.00114441,1.49718381,-0.00038147,3.09991645,-1.65022166,-3.09951027,-0.00113754,1.49642087,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49718381,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.01464844,0.01464844,-0.01464844,1.00021362,2.58202420,2.58293152,-0.04882812
0.25446153,85,3.09991645,-1.70057566,-3.09989174,-0.00152588,1.49718381,-0.00038147,3.09991645,-1.65022166,-3.09951027,-0.00121845,1.49642087,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49718381,-0.00038147,-0.00488281,0.00000000,0.00488281,-0.01464844,0.02929688,0.00000000,1.00021362,2.58212127,2.58293152,-0.02441406
0.27361274,90,3.09991645,-1.70057566,-3.09989174,-0.00152588,1.49718381,-0.00038147,3.09991645,-1.65022166,-3.09951027,-0.00142514,1.49642087,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49718381,-0.00038147,-0.00488281,-0.00976562,0.00976562,-0.01464844,-0.00000000,-0.01464844,1.00021362,2.58201245,2.58255005,-0.04882812
0.28689170,95,3.09991645,-1.70057566,-3.09989174,-0.00190735,1.49718381,-0.00038147,3.09991645,-1.65022166,-3.09951027,-0.00174934,1.49642087,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49718381,-0.00038147,-0.00488281,-0.00976562,0.00488281,-0.02929688,-0.00000000,0.00000000,1.00021362,2.58187914,2.58293152,-0.02441406
0.30219507,100,3.09991645,-1.70057566,-3.09989174,-0.00228882,1.49718381,-0.00038147,3.09991645,-1.65022166,-3.09951027,-0.00204173,1.49642087,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49718381,-0.00038147,-0.00488281,-0.00488281,0.00488281,0.00000000,0.01464844,0.00000000,1.00021362,2.58195166,2.58255005,-0.07324219
