time_s,loop_count,master_q1,master_q2,master_q3,master_q4,master_q5,master_q6,slave_target_q1,slave_target_q2,slave_target_q3,slave_target_q4,slave_target_q5,slave_target_q6,slave_actual_q1,slave_actual_q2,slave_actual_q3,slave_actual_q4,slave_actual_q5,slave_actual_q6,slave_actual_v1,slave_actual_v2,slave_actual_v3,slave_actual_v4,slave_actual_v5,slave_actual_v6,master_tool,slave_tool_target,slave_tool_actual,slave_tool_actual_vel
0.02290916,5,3.09991645,-1.70019419,-3.09874733,-0.00419617,1.49565793,0.00000000,3.09979145,-1.65034666,-3.09899733,-0.00312634,1.49690146,-0.00012500,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,0.00976562,-0.02929688,0.01464844,-0.01464844,1.00021362,2.57796069,2.58331299,0.00000000
0.03686166,10,3.09991645,-1.70019419,-3.09874733,-0.00419617,1.49565793,0.00000000,3.09987549,-1.65026262,-3.09882925,-0.00396475,1.49580894,-0.00004096,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,0.00488281,0.00000000,0.02929688,-0.01464844,1.00021362,2.57796857,2.58331299,-0.04882812
0.05071521,15,3.09991645,-1.70019419,-3.09874733,-0.00419617,1.49603940,0.00000000,3.09990302,-1.65023508,-3.09877418,-0.00415940,1.49552723,-0.00001342,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.02929688,0.01464844,-0.01464844,1.00059509,2.57834347,2.58293152,-0.02441406
0.06667781,20,3.09991645,-1.70019419,-3.09874733,-0.00419617,1.49603940,0.00000000,3.09991205,-1.65022606,-3.09875613,-0.00418412,1.49554479,-0.00000440,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.02929688,-0.00000000,-0.02929688,1.00021362,2.57845435,2.58293152,-0.02441406
0.08322549,25,3.09991645,-1.70019419,-3.09874733,-0.00419617,1.49565793,0.00000000,3.09991501,-1.65022310,-3.09875022,-0.00419222,1.49547425,-0.00000144,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49985409,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.02929688,0.01464844,-0.01464844,1.00021362,2.57819283,2.58293152,-0.02441406
0.09716487,30,3.09991645,-1.70019419,-3.09874733,-0.00419617,1.49603940,0.00000000,3.09991597,-1.65022213,-3.09874828,-0.00419487,1.49547860,-0.00000047,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49947262,-0.00038147,-0.00976562,-0.00488281,0.00488281,0.00000000,-0.02929688,-0.04394531,1.00021362,2.57834249,2.58255005,-0.04882812
0.11068940,35,3.09991645,-1.70019419,-3.09874733,-0.00419617,1.49565793,0.00000000,3.09991629,-1.65022181,-3.09874764,-0.00419574,1.49534269,-0.00000015,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.49909115,-0.00038147,-0.00488281,-0.00488281,0.00976562,0.00000000,-0.02929688,-0.01464844,1.00059509,2.57830877,2.58255005,-0.02441406
0.12500715,40,3.09991645,-1.70019419,-3.09874733,-0.00419617,1.49565793,0.00000000,3.09991640,-1.65022171,-3.09874743,-0.00419603,1.49529816,-0.00000005,3.09953498,-1.65022166,-3.09951027,-0.00076294,1.49832821,-0.00038147,-0.00488281,0.00000000,-0.00000000,-0.01464844,-0.02929688,-0.02929688,1.00021362,2.57830236,2.58255005,-0.04882812
0.13875532,45,3.09991645,-1.70019419,-3.09874733,-0.00419617,1.49565793,0.00000000,3.09991643,-1.65022168,-3.09874737,-0.00419612,1.49531482,-0.00000002,3.09953498,-1.65022166,-3.09951027,-0.00076294,1.49756527,-0.00038147,-0.00976562,-0.00976562,0.00488281,-0.04394531,-0.05859375,-0.02929688,1.00021362,2.57822115,2.58216858,-0.02441406
0.15445876,50,3.09991645,-1.70019419,-3.09874733,-0.00419617,1.49565793,0.00000000,3.09991644,-1.65022167,-3.09874734,-0.00419615,1.49528903,-0.00000001,3.09953498,-1.65022166,-3.09951027,-0.00114441,1.49718381,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.01464844,-0.01464844,0.00000000,1.00059509,2.57834713,2.58216858,-0.02441406
