time_s,loop_count,master_q1,master_q2,master_q3,master_q4,master_q5,master_q6,slave_target_q1,slave_target_q2,slave_target_q3,slave_target_q4,slave_target_q5,slave_target_q6,slave_actual_q1,slave_actual_q2,slave_actual_q3,slave_actual_q4,slave_actual_q5,slave_actual_q6,slave_actual_v1,slave_actual_v2,slave_actual_v3,slave_actual_v4,slave_actual_v5,slave_actual_v6,master_tool,slave_tool_target,slave_tool_actual,slave_tool_actual_vel
0.02974367,5,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50023556,-0.00038147,3.09979145,-1.64970872,-3.09951027,-0.00063794,1.50010409,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,0.00000000,0.00000000,0.00488281,-0.01464844,0.01464844,-0.01464844,0.99983215,2.58010889,2.57949829,-0.02441406
0.04188585,10,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50023556,-0.00038147,3.09987549,-1.64954064,-3.09951027,-0.00072198,1.49993601,-0.00038147,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50061703,-0.00038147,-0.00488281,-0.00488281,0.00976562,0.00000000,0.04394531,-0.01464844,0.99983215,2.58035194,2.57949829,-0.02441406
0.05573583,15,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50023556,-0.00038147,3.09990302,-1.64948556,-3.09951027,-0.00068848,1.49988094,-0.00046155,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,0.00000000,-0.00488281,0.00488281,0.00000000,-0.00000000,-0.01464844,1.00021362,2.58056561,2.57949829,-0.02441406
0.07130003,20,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50023556,-0.00038147,3.09991205,-1.64946752,-3.09951027,-0.00069948,1.49986289,-0.00040771,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,0.00488281,-0.02929688,0.01464844,-0.01464844,0.99983215,2.58048304,2.57949829,0.00000000
0.08680439,25,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50023556,-0.00038147,3.09991501,-1.64946160,-3.09951027,-0.00074214,1.49985698,-0.00039007,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00976562,-0.00488281,0.00488281,-0.01464844,-0.00000000,-0.02929688,0.99983215,2.58045598,2.57949829,-0.02441406
0.10003233,30,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50023556,-0.00038147,3.09991597,-1.64945966,-3.09951027,-0.00069509,1.49985504,-0.00038429,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,0.00000000,-0.00488281,0.00488281,-0.01464844,0.01464844,0.00000000,0.99983215,2.58040317,2.57949829,-0.04882812
0.11529469,35,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50023556,-0.00038147,3.09991629,-1.64945903,-3.09951027,-0.00074071,1.49985440,-0.00038239,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00976562,-0.00488281,0.00488281,-0.01464844,-0.00000000,-0.02929688,0.99983215,2.58030774,2.57949829,-0.02441406
0.12824512,40,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50023556,-0.00038147,3.09991640,-1.64945882,-3.09951027,-0.00075565,1.49985419,-0.00038177,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,0.00488281,0.00000000,0.02929688,-0.02929688,0.99983215,2.58057432,2.57949829,-0.04882812
0.14307189,45,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50023556,-0.00038147,3.09991643,-1.64945875,-3.09951027,-0.00076055,1.49985413,-0.00038157,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,0.00488281,0.00000000,0.01464844,-0.01464844,1.00021362,2.58063848,2.57949829,-0.02441406
0.15426302,50,3.09991645,-1.69981272,-3.09951027,-0.00038147,1.50023556,-0.00076294,3.09991644,-1.64945873,-3.09951027,-0.00076216,1.49985410,-0.00045780,3.09953498,-1.65022166,-3.09951027,-0.00038147,1.50023556,-0.00038147,-0.00488281,-0.00488281,0.00488281,0.00000000,0.02929688,0.00000000,1.00021362,2.58075716,2.57949829,-0.04882812
