time_s,loop_count,master_q1,master_q2,master_q3,master_q4,master_q5,master_q6,slave_target_q1,slave_target_q2,slave_target_q3,slave_target_q4,slave_target_q5,slave_target_q6,slave_actual_q1,slave_actual_q2,slave_actual_q3,slave_actual_q4,slave_actual_q5,slave_actual_q6,slave_actual_v1,slave_actual_v2,slave_actual_v3,slave_actual_v4,slave_actual_v5,slave_actual_v6,master_tool,slave_tool_target,slave_tool_actual,slave_tool_actual_vel
0.02443981,5,3.02400397,-2.31474192,-2.55553444,0.03738403,-1.59195804,-2.70004272,3.04749152,2.74942971,-1.61156044,0.02267029,-1.57753543,-2.03361511,3.06749152,2.72904824,-1.59156044,0.00228882,-1.58356571,-2.03361511,-0.00488281,-0.00488281,0.00488281,-0.01464844,0.02929688,0.00000000,-2.97584534,-0.18272400,-0.18272400,-0.04882812
0.03924251,10,3.02400397,-2.31474192,-2.55553444,0.03738403,-1.59195804,-2.70004272,3.02749152,2.76942971,-1.63156044,0.04260920,-1.57543443,-2.03361511,3.06711005,2.72904824,-1.59156044,0.00267029,-1.58356571,-2.03361511,-0.01953125,0.00000000,0.00488281,0.00000000,-0.00000000,-0.01464844,-2.97546387,-0.18241125,-0.18272400,0.00000000
0.05207419,15,3.02400397,-2.31474192,-2.55553444,0.03738403,-1.59195804,-2.70004272,3.00749152,2.78942971,-1.65156044,0.05320205,-1.57474598,-2.03361511,3.06711005,2.72942971,-1.59156044,0.00305176,-1.58356571,-2.03361511,-0.03906250,0.01464844,-0.00000000,0.01464844,0.02929688,-0.02929688,-2.97584534,-0.18238324,-0.18272400,0.00000000
0.06474257,20,3.02400397,-2.31474192,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.98749152,2.80942971,-1.67156044,0.05667312,-1.57452038,-2.03361511,3.06634711,2.72981118,-1.59194191,0.00381470,-1.58356571,-2.03361511,-0.06347656,0.02929688,-0.02441406,0.05859375,0.01464844,0.00000000,-2.97584534,-0.18253421,-0.18272400,-0.02441406
0.08082032,25,3.02400397,-2.31474192,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.97142844,2.82942971,-1.69156044,0.05781052,-1.57444646,-2.03361511,3.06482123,2.73057412,-1.59270485,0.00534058,-1.58356571,-2.03361511,-0.10253906,0.03417969,-0.03417969,0.07324219,0.02929688,0.00000000,-2.97546387,-0.18250922,-0.18272400,-0.02441406
0.09548163,30,3.02400397,-2.31474192,-2.55553444,0.03776550,-1.59195804,-2.70004272,2.96574086,2.84942971,-1.71156044,0.05836937,-1.57442224,-2.03361511,3.06291388,2.73133706,-1.59384926,0.00801086,-1.58356571,-2.03361511,-0.12695312,0.04394531,-0.07324219,0.20507812,0.01464844,-0.01464844,-2.97546387,-0.18228131,-0.18272400,-0.02441406
0.10974455,35,3.02400397,-2.31474192,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.96387716,2.86942971,-1.73156044,0.05849769,-1.57441430,-2.03361511,3.06100653,2.73210000,-1.59499367,0.01296997,-1.58318424,-2.03361511,-0.14160156,0.06835938,-0.08300781,0.38085938,0.02929688,-0.01464844,-2.97546387,-0.18230428,-0.18272400,-0.02441406
0.12354040,40,3.02400397,-2.31474192,-2.55553444,0.03776550,-1.59195804,-2.70004272,2.96326646,2.88942971,-1.75156044,0.05848469,-1.57441170,-2.03361511,3.05871772,2.73324441,-1.59651955,0.01983643,-1.58318424,-2.03361511,-0.13671875,0.06835938,-0.10253906,0.42480469,0.01464844,-0.01464844,-2.97584534,-0.18258647,-0.18234253,0.00000000
0.13626456,45,3.02400397,-2.31474192,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.96306635,2.90942971,-1.77156044,0.05843538,-1.57441085,-2.03361511,3.05719184,2.73515176,-1.59842690,0.02517700,-1.58318424,-2.03399658,-0.14160156,0.15136719,-0.16113281,0.38085938,0.01464844,-0.01464844,-2.97546387,-0.18252634,-0.18234253,-0.02441406
0.15163207,50,3.02400397,-2.31474192,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.96300077,2.92942971,-1.79156044,0.05841922,-1.57441057,-2.03361511,3.05528449,2.73744058,-1.60147866,0.02861023,-1.58318424,-2.03361511,-0.14160156,0.19042969,-0.21484375,0.24902344,0.01464844,-0.01464844,-2.97584534,-0.18265923,-0.18272400,-0.02441406
0.16675758,55,3.02400397,-2.31474192,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.96297929,2.94942971,-1.81156044,0.05849254,-1.57441048,-2.03361511,3.05337714,2.74239968,-1.60605629,0.03356934,-1.58318424,-2.03399658,-0.12695312,0.29785156,-0.27832031,0.27832031,0.01464844,-0.02929688,-2.97584534,-0.18270278,-0.18272400,-0.02441406
0.18000555,60,3.02400397,-2.31474192,-2.55553444,0.03776550,-1.59195804,-2.70004272,2.96297225,2.96942971,-1.83156044,0.05860214,-1.57441045,-2.03361511,3.05185126,2.74621438,-1.61025246,0.03509521,-1.58280277,-2.03399658,-0.11718750,0.31250000,-0.31250000,0.07324219,0.02929688,0.00000000,-2.97584534,-0.18259497,-0.18272400,-0.02441406
0.19354033,65,3.02400397,-2.31474192,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.96296994,2.98942971,-1.85156044,0.05848168,-1.57441044,-2.03361511,3.04994391,2.75079202,-1.61444863,0.03471375,-1.58280277,-2.03361511,-0.12207031,0.31738281,-0.31738281,-0.05859375,0.01464844,-0.01464844,-2.97584534,-0.18268172,-0.18272400,-0.04882812
0.20752764,70,3.02400397,-2.31474192,-2.55553444,0.03776550,-1.59195804,-2.70004272,2.96296918,3.00942971,-1.87156044,0.05858930,-1.57441043,-2.03361511,3.04841803,2.75536965,-1.61826332,0.03471375,-1.58242130,-2.03399658,-0.13183594,0.30761719,-0.27343750,0.00000000,0.04394531,-0.01464844,-2.97584534,-0.18258807,-0.18272400,-0.04882812
0.22439551,75,3.02400397,-2.31474192,-2.55553444,0.03776550,-1.59195804,-2.70004272,2.96296894,3.02942971,-1.89156044,0.05864605,-1.57441043,-2.03361511,3.04651068,2.76032876,-1.62360390,0.03509521,-1.58203983,-2.03361511,-0.11718750,0.30273438,-0.30273438,-0.01464844,0.05859375,-0.01464844,-2.97584534,-0.18244118,-0.18272400,0.00000000
0.23988605,80,3.02400397,-2.31512339,-2.55553444,0.03776550,-1.59195804,-2.70004272,2.96296885,3.04942971,-1.91156044,0.05859434,-1.57441043,-2.03361511,3.04498481,2.76566934,-1.62932595,0.03547668,-1.58203983,-2.03399658,-0.12207031,0.34179688,-0.35156250,0.04394531,0.02929688,-0.01464844,-2.97584534,-0.18255320,-0.18234253,0.00000000
0.25586200,85,3.02400397,-2.31550486,-2.55553444,0.03776550,-1.59195804,-2.70004272,2.96296883,3.06942971,-1.93156044,0.05860864,-1.57441043,-2.03361511,3.04307746,2.77177285,-1.63504799,0.03890991,-1.58165836,-2.03361511,-0.11718750,0.37597656,-0.39062500,0.19042969,0.01464844,-0.01464844,-2.97546387,-0.18233966,-0.18272400,-0.02441406
0.26963735,90,3.02400397,-2.31550486,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.96296882,3.08942971,-1.95156044,0.05851506,-1.57441043,-2.03361511,3.04155158,2.77749490,-1.64115151,0.04158020,-1.58127689,-2.03361511,-0.10253906,0.41015625,-0.41503906,0.17578125,0.07324219,0.00000000,-2.97584534,-0.18233536,-0.18272400,-0.02441406
0.28552008,95,3.02400397,-2.31550486,-2.55553444,0.03776550,-1.59195804,-2.70004272,2.96296882,3.10942971,-1.97156044,0.05849038,-1.57441043,-2.03361511,3.03964423,2.78436135,-1.64763649,0.04272461,-1.57975101,-2.03361511,-0.11230469,0.41992188,-0.42480469,0.04394531,0.10253906,0.00000000,-2.97584534,-0.18237692,-0.18272400,-0.04882812
0.29953790,100,3.02400397,-2.31588633,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.96296881,3.12942971,-1.99156044,0.05848607,-1.57441043,-2.03361511,3.03849982,2.79008340,-1.65335854,0.04463196,-1.57898807,-2.03399658,-0.10253906,0.43945312,-0.41503906,0.11718750,0.07324219,-0.01464844,-2.97584534,-0.18261027,-0.18272400,-0.02441406
0.31548810,105,3.02400397,-2.31626780,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.96296881,3.14942971,-2.01156044,0.05849687,-1.57441043,-2.03361511,3.03697394,2.79694985,-1.65946205,0.04653931,-1.57860660,-2.03361511,-0.09765625,0.44433594,-0.41992188,0.05859375,0.04394531,0.00000000,-2.97584534,-0.18251095,-0.18272400,-0.02441406
0.32924223,110,3.02400397,-2.31626780,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.96296881,3.16942971,-2.03156044,0.05854924,-1.57441043,-2.03361511,3.03544806,2.80343484,-1.66670998,0.04730225,-1.57860660,-2.03399658,-0.10742188,0.46875000,-0.44433594,0.02929688,0.02929688,-0.01464844,-2.97584534,-0.18253212,-0.18272400,0.00000000
0.34671402,115,3.02400397,-2.31664927,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.96296881,3.18942971,-2.05156044,0.05850536,-1.57441043,-2.03361511,3.03392218,2.81106423,-1.67395790,0.04920959,-1.57860660,-2.03399658,-0.11230469,0.47851562,-0.49316406,0.08789062,0.01464844,-0.02929688,-2.97584534,-0.18266112,-0.18272400,-0.04882812
0.35960722,120,3.02400397,-2.31703074,-2.55553444,0.03776550,-1.59195804,-2.70004272,2.96296881,3.20942971,-2.07156044,0.05856728,-1.57441043,-2.03361511,3.03277777,2.81793069,-1.68158730,0.05035400,-1.57860660,-2.03361511,-0.08300781,0.48828125,-0.52734375,0.13183594,0.01464844,0.00000000,-2.97584534,-0.18246511,-0.18272400,-0.02441406
0.37242317,125,3.02400397,-2.31741221,-2.55553444,0.03776550,-1.59195804,-2.70004272,2.96296881,3.22942971,-2.09156044,0.05868766,-1.57441043,-2.03361511,3.03163337,2.82441567,-1.68769081,0.05073547,-1.57822513,-2.03361511,-0.10742188,0.52734375,-0.53710938,-0.01464844,-0.00000000,-0.01464844,-2.97546387,-0.18226685,-0.18272400,-0.02441406
0.38709092,130,3.02400397,-2.31779368,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.96296881,3.24942971,-2.11156044,0.05860199,-1.57441043,-2.03361511,3.02972602,2.83357095,-1.69684609,0.05073547,-1.57860660,-2.03361511,-0.11718750,0.54199219,-0.52734375,0.00000000,-0.00000000,-0.01464844,-2.97584534,-0.18251170,-0.18272400,0.00000000
0.40135312,135,3.02400397,-2.31817515,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.96296881,3.26942971,-2.13156044,0.05844257,-1.57441043,-2.03361511,3.02858161,2.84120034,-1.70409401,0.05073547,-1.57784366,-2.03399658,-0.08300781,0.54687500,-0.52734375,-0.01464844,0.05859375,-0.01464844,-2.97546387,-0.18231728,-0.18272400,-0.02441406
0.41758966,140,3.02400397,-2.31855662,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.96296881,3.28942971,-2.15156044,0.05839033,-1.57441043,-2.03361511,3.02743720,2.84844827,-1.71134194,0.05073547,-1.57746219,-2.03361511,-0.09765625,0.56152344,-0.54687500,-0.02929688,0.05859375,0.00000000,-2.97546387,-0.18243814,-0.18272400,0.00000000
0.42887974,145,3.02400397,-2.31855662,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.96296881,3.30942971,-2.17156044,0.05852214,-1.57441043,-2.03361511,3.02629279,2.85645913,-1.71935280,0.05073547,-1.57708072,-2.03399658,-0.07812500,0.58105469,-0.55175781,0.00000000,0.02929688,-0.01464844,-2.97584534,-0.18263033,-0.18234253,0.00000000
0.44323301,150,3.02400397,-2.31855662,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.96296881,3.32942971,-2.19156044,0.05845546,-1.57441043,-2.03361511,3.02476691,2.86523293,-1.72812661,0.05111694,-1.57708072,-2.03399658,-0.11230469,0.59082031,-0.61523438,0.00000000,0.02929688,-0.01464844,-2.97546387,-0.18246259,-0.18272400,-0.02441406
0.45899534,155,3.02400397,-2.31931956,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.96296881,3.34942971,-2.21156044,0.05839455,-1.57441043,-2.03361511,3.02362250,2.87476968,-1.73804482,0.05187988,-1.57669925,-2.03361511,-0.08300781,0.61035156,-0.60546875,0.01464844,0.01464844,-0.01464844,-2.97584534,-0.18245377,-0.18234253,-0.02441406
0.47216582,160,3.02400397,-2.31970103,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.96296881,3.36942971,-2.23156044,0.05837460,-1.57441043,-2.03361511,3.02247809,2.88316201,-1.74643715,0.05302429,-1.57669925,-2.03399658,-0.09765625,0.61523438,-0.62988281,0.02929688,0.02929688,0.00000000,-2.97546387,-0.18228267,-0.18272400,-0.04882812
0.48868442,165,3.02400397,-2.32046397,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.96296881,3.38942971,-2.25156044,0.05836806,-1.57441043,-2.03361511,3.02095221,2.89498757,-1.75826271,0.05340576,-1.57669925,-2.03399658,-0.09277344,0.63476562,-0.65429688,0.00000000,0.01464844,-0.01464844,-2.97584534,-0.18257938,-0.18234253,0.00000000
0.50293159,170,3.02400397,-2.32122691,-2.55553444,0.03738403,-1.59233951,-2.70004272,2.96296881,3.40942971,-2.26810098,0.05836591,-1.57448673,-2.03361511,3.02018927,2.90261697,-1.76589211,0.05340576,-1.57669925,-2.03399658,-0.08300781,0.67382812,-0.64453125,-0.01464844,0.02929688,-0.01464844,-2.97546387,-0.18240195,-0.18272400,0.00000000
0.51644731,175,3.02400397,-2.32237132,-2.55553444,0.03738403,-1.59195804,-2.70004272,2.96296881,3.42942971,-2.27412534,0.05836521,-1.57452332,-2.03361511,3.01904486,2.91291665,-1.77581032,0.05378723,-1.57669925,-2.03399658,-0.08300781,0.65917969,-0.65917969,0.00000000,0.01464844,-0.01464844,-2.97546387,-0.18234381,-0.18272400,-0.02441406
0.53173757,180,3.02400397,-2.32427867,-2.55553444,0.03662109,-1.59195804,-2.70004272,2.96296881,3.44942971,-2.27609941,0.05788329,-1.57453971,-2.03361511,3.01790045,2.92321633,-1.78572853,0.05378723,-1.57631778,-2.03399658,-0.06835938,0.68359375,-0.64941406,-0.01464844,0.05859375,-0.01464844,-2.97546387,-0.18232476,-0.18272400,-0.04882812
0.54846001,185,3.02400397,-2.32580455,-2.55553444,0.03662109,-1.59195804,-2.70004272,2.96296881,3.46942971,-2.27674627,0.05769413,-1.57451383,-2.03361511,3.01675605,2.93313455,-1.79526528,0.05378723,-1.57593631,-2.03399658,-0.08789062,0.70312500,-0.65917969,-0.01464844,0.04394531,-0.01464844,-2.97584534,-0.18247111,-0.18272400,-0.04882812
0.56321597,190,3.02400397,-2.32694895,-2.55553444,0.03662109,-1.59195804,-2.70004272,2.96296881,3.48942971,-2.27695823,0.05763214,-1.57449314,-2.03361511,3.01561164,2.94610452,-1.80747231,0.05378723,-1.57593631,-2.03399658,-0.06835938,0.69335938,-0.66406250,-0.01464844,0.01464844,-0.01464844,-2.97584534,-0.18254347,-0.18272400,-0.04882812
0.57893634,195,3.02400397,-2.32847483,-2.55553444,0.03547668,-1.59233951,-2.70004272,2.96296881,3.50942971,-2.27702769,0.05717299,-1.57451383,-2.03361511,3.01446723,2.95640420,-1.81624611,0.05416870,-1.57593631,-2.03361511,-0.08789062,0.71777344,-0.60546875,0.00000000,0.02929688,0.01464844,-2.97546387,-0.18229253,-0.18272400,-0.04882812
0.59459066,200,3.02400397,-2.33000071,-2.55553444,0.03356934,-1.59195804,-2.70004272,2.96296881,3.52942971,-2.27705045,0.05571040,-1.57444431,-2.03361511,3.01370429,2.96594094,-1.82463845,0.05416870,-1.57593631,-2.03399658,-0.06835938,0.71289062,-0.60546875,-0.01464844,0.01464844,-0.01464844,-2.97584534,-0.18244199,-0.18272400,0.00000000
0.60626960,205,3.02400397,-2.33190806,-2.55553444,0.02899170,-1.59195804,-2.70004272,2.96296881,3.54942971,-2.27705791,0.05286688,-1.57442154,-2.03361511,3.01255988,2.97585916,-1.83264931,0.05455017,-1.57593631,-2.03399658,-0.07812500,0.72265625,-0.60058594,-0.01464844,0.02929688,-0.02929688,-2.97546387,-0.18224072,-0.18272400,-0.02441406
0.61892271,210,3.02400397,-2.33305247,-2.55553444,0.02365112,-1.59195804,-2.70004272,2.96296881,3.56942971,-2.27706035,0.04845879,-1.57441407,-2.03361511,3.01141547,2.98730325,-1.84142311,0.05455017,-1.57593631,-2.03399658,-0.07324219,0.77636719,-0.59570312,0.00000000,0.01464844,-0.02929688,-2.97546387,-0.18222848,-0.18272400,-0.02441406
